Date,Symbol,Buy_Price,Buy_Level
2020-03-10 00:00:00-04:00,XLG,19.590070568964425,3.0000000000000027%
2020-03-11 00:00:00-04:00,XLG,19.77277069407592,1.0000000000000009%
2020-03-11 00:00:00-04:00,XLG,19.5730457375701,2.0000000000000018%
2020-03-11 00:00:00-04:00,XLG,19.373320781064287,3.0000000000000027%
2020-03-12 00:00:00-04:00,XLG,17.98409918233927,1.0000000000000009%
2020-03-12 00:00:00-04:00,XLG,17.802441614840895,2.0000000000000018%
2020-03-13 00:00:00-04:00,XLG,18.584424492194085,1.0000000000000009%
2020-03-13 00:00:00-04:00,XLG,18.39670303267697,2.0000000000000018%
2020-03-13 00:00:00-04:00,XLG,18.20898157315986,3.0000000000000027%
2020-03-16 00:00:00-04:00,XLG,17.154053091263716,1.0000000000000009%
2020-03-16 00:00:00-04:00,XLG,16.980779827715597,2.0000000000000018%
2020-03-16 00:00:00-04:00,XLG,16.80750656416748,3.0000000000000027%
2020-03-17 00:00:00-04:00,XLG,17.60216279991264,1.0000000000000009%
2020-03-17 00:00:00-04:00,XLG,17.424363175671097,2.0000000000000018%
2020-03-18 00:00:00-04:00,XLG,17.206046116027245,1.0000000000000009%
2020-03-18 00:00:00-04:00,XLG,17.032247670410808,2.0000000000000018%
2020-03-18 00:00:00-04:00,XLG,16.858449224794374,3.0000000000000027%
2020-03-19 00:00:00-04:00,XLG,17.37432466837035,1.0000000000000009%
2020-03-19 00:00:00-04:00,XLG,17.19882643939691,2.0000000000000018%
2020-03-20 00:00:00-04:00,XLG,17.711831086942066,1.0000000000000009%
2020-03-20 00:00:00-04:00,XLG,17.53292370222548,2.0000000000000018%
2020-03-20 00:00:00-04:00,XLG,17.354016317508894,3.0000000000000027%
2020-03-20 00:00:00-04:00,XLG,17.17510893279231,4.0000000000000036%
2020-03-20 00:00:00-04:00,XLG,16.99620154807572,5.000000000000004%
2020-03-23 00:00:00-04:00,XLG,16.613264484762652,1.0000000000000009%
2020-03-23 00:00:00-04:00,XLG,16.445453732391314,2.0000000000000018%
2020-03-23 00:00:00-04:00,XLG,16.277642980019973,3.0000000000000027%
2020-03-25 00:00:00-04:00,XLG,17.851867979928947,1.0000000000000009%
2020-03-25 00:00:00-04:00,XLG,17.671546081141784,2.0000000000000018%
2020-03-27 00:00:00-04:00,XLG,18.310997671317068,1.0000000000000009%
2020-03-31 00:00:00-04:00,XLG,18.839519151588018,1.0000000000000009%
2020-04-01 00:00:00-04:00,XLG,18.023923716215716,1.0000000000000009%
2020-04-03 00:00:00-04:00,XLG,18.275829592737125,1.0000000000000009%
2020-04-03 00:00:00-04:00,XLG,18.09122525341655,2.0000000000000018%
2020-04-07 00:00:00-04:00,XLG,19.952647532773195,1.0000000000000009%
2020-04-07 00:00:00-04:00,XLG,19.75110563850276,2.0000000000000018%
2020-04-07 00:00:00-04:00,XLG,19.549563744232323,3.0000000000000027%
2020-04-09 00:00:00-04:00,XLG,19.98211613455356,1.0000000000000009%
2020-04-13 00:00:00-04:00,XLG,19.884204200093524,1.0000000000000009%
2020-04-16 00:00:00-04:00,XLG,20.43839088486529,1.0000000000000009%
2020-04-17 00:00:00-04:00,XLG,20.773948032373614,1.0000000000000009%
2020-04-21 00:00:00-04:00,XLG,20.223563376044535,1.0000000000000009%
2020-04-21 00:00:00-04:00,XLG,20.01928495810469,2.0000000000000018%
2020-04-28 00:00:00-04:00,XLG,21.013493345207397,1.0000000000000009%
2020-04-28 00:00:00-04:00,XLG,20.80123583666995,2.0000000000000018%
2020-05-01 00:00:00-04:00,XLG,20.764439641273476,1.0000000000000009%
2020-05-12 00:00:00-04:00,XLG,21.503994963191722,1.0000000000000009%
2020-05-12 00:00:00-04:00,XLG,21.286782892856454,2.0000000000000018%
2020-05-13 00:00:00-04:00,XLG,21.018245937951143,1.0000000000000009%
2020-05-13 00:00:00-04:00,XLG,20.80594042342638,2.0000000000000018%
2020-05-26 00:00:00-04:00,XLG,22.039169298838306,1.0000000000000009%
2020-05-27 00:00:00-04:00,XLG,21.894678390762056,1.0000000000000009%
2020-05-29 00:00:00-04:00,XLG,21.87376626267379,1.0000000000000009%
2020-06-11 00:00:00-04:00,XLG,22.55248034357348,1.0000000000000009%
2020-06-11 00:00:00-04:00,XLG,22.324677511820216,2.0000000000000018%
2020-06-11 00:00:00-04:00,XLG,22.096874680066946,3.0000000000000027%
